0,1,2,3,4,5,6,7,8,9
UBE2D1,CTD-2267D19.2,SCAPER,PRKACA,FHL1,ABCB1,SNX29P2,NKTR,BRAT1,ACVR2A
ARAP1,DRAM2,HIST1H2BD,LITAF,SNX10,ZUFSP,RIN2,GTPBP6,SLC35A1,7SK-2
HBEGF,PSMD14,ZRANB3,C15orf61,CRTAP,ACAT2,PDZK1IP1,SLA,FEM1B,MCF2L
SCGB1C1,SRSF3,RFC1,ALKBH7,P2RX5,ZNF559,RP11-219B4.7,UBA5,FAM210B,FCER1G
ZNF503,LRRK2,MAF1,CMTM5,ATP5H,RP11-545I5.3,OTOF,TMEM60,CLPX,KIFC3
CTC-444N24.11,FRAT1,MLLT6,LSM6,MLTK,IGLL5,SMIM5,SUOX,KCNQ1OT1,C2orf88
LONRF1,YWHAB,LTV1,PURA,CSNK2B,BEX4,SMDT1,AURKC,TMX3,ESAM
AEBP1,RNF7,MTERFD2,PAFAH1B1,FKBP5,RMDN3,GSTZ1,TDRP,ALKBH4,SERAC1
TCL1B,PTGDR,TMEM222,PTAFR,ARPC1B,MMP9,ILF3-AS1,GATA2,TOP1MT,LINC01013
7SK-2,GGA2,PAXIP1-AS1,SLC35A1,PELI1,BGLAP,ALKBH7,FYB,BAG5,EGFL7
EBF1,EVA1B,ILF3-AS1,LRRC8C,LRRK2,ANKS1B,RELT,LYAR,SLC35A2,PUS7
PRKACA,TMEM50A,GGNBP2,TPM1,PLAGL2,COLGALT2,CECR5,KLHL24,RBM3,RP11-398C13.6
LINC01003,TNFRSF13C,UBIAD1,LTB4R,DRAM2,SMIM5,C18orf21,TARSL2,PPIL2,FMO4
TMEM91,NT5C,PGM2L1,PITPNM1,HIST1H2AC,ARVCF,RP11-496I9.1,TAF1D,DEDD,ZNF404
CRTAP,C9orf142,NOL7,CRLS1,KLHL6,CYP27A1,TCEAL4,G0S2,PPP1R2,PRELID2
ZNF593,SNX5,NUDT16L1,GP1BA,SAMD12,TSSC1,AP003733.1,CD79A,ST3GAL2,PNRC1
PLAGL2,TNFRSF17,USP20,SRSF3,SNHG7,AC113189.5,PLA2G4C,PRKACB,RP11-727F15.9,SLC39A14
GZMK,KCNG1,WHAMM,RABIF,PRKAR2B,ZNF567,CRIP3,CDC42EP3,ANTXR2,FZD3
MFSD1,UBE2D1,GPATCH4,NRGN,TPM2,NNT-AS1,HGD,KLRG1,SSBP3,SEPT5
FADS1,LAMP2,RNF113A,YWHAG,DNASE1L3,SNHG8,SNTA1,DENND2D,SCAPER,CXCL10
ZNF468,TMCO1,RFC5,NDUFA2,CXCL3,SF3B1,TMEM55A,PVALB,FAM63B,ANKRD22
FCER1A,PLEKHJ1,BBX,GP9,WDFY3,FLOT1,HOMER2,RP11-879F14.2,IFI27,GFI1B
SDPR,CAPZB,PLRG1,UBE2D1,RPH3A,LRBA,TNS1,LINC00957,HELQ,JUND
BACH1,ZNF467,TAF1D,CASP4,CLEC4C,RIOK2,RP11-432I5.1,RP11-378J18.3,ATG4C,LTB
GAS2L1,ADAP2,PRAF2,FANCI,LY6G6F,STT3A,RP11-527L4.5,ATP9A,IFFO1,DENND5B
SNAPIN,CRELD2,ATAD1,ITGA2B,THBS1,ACTR6,RP11-1000B6.3,C1orf186,XCL1,SLC12A4
KIFC3,MARC1,SNHG12,NMNAT3,SPATA7,TARSL2,SHPK-1,RAB6B,RNF168,IQCH-AS1
LINC01013,PPP2CA,OARD1,RAB34,SLC22A4,SYTL2,PRICKLE1,SYP,PKN2,LAMP3
IER3,GMPR,DEF6,OTUB1,FAXDC2,RP11-496I9.1,HP,RP11-252A24.3,NME6,PRRG2
H2AFY,ELL,PTCRA,ABCC3,EML6,C16orf80,FSTL1,C2CD4D,CITED4,RP11-532F6.3
NCKAP1L,LMAN2,FHL1,BOLA3,NUDT1,PURA,NCOR2,SCGB3A1,MAP3K7,IQCE
LINC00936,NCOR2,ELP6,GUSB,LAMTOR1,NAP1L4,RBM48,GOSR2,FBXO4,CD37
IGJ,C17orf62,MOB2,MRPL41,LIMD2,NEIL1,CD1C,HVCN1,COLGALT1,FCGR3B
MACROD2,MRM1,USP5,UBE2D3,UBE2D4,TNFRSF13C,SMS,DHX15,ABHD12,IL24
ITSN2,PRDX3,IRF9,VPS28,NEIL1,ZCCHC11,EMILIN2,ITM2A,SIN3A,CST3
NKIRAS2,NKIRAS2,CEP68,BABAM1,NKTR,CRIP3,ELL,GIMAP2,LTB,EARS2
BCL2A1,PRDX4,LUC7L3,IFIT1,MARCH2,HGD,CAMK1D,P2RY10,MKLN1,CMTM5
MARC1,IGJ,VPS13A,C1QB,JUND,RP1-28O10.1,SMARCD3,HIST1H2AH,GOT2,LINC00342
CEACAM4,RNF181,HNRNPH3,OAS3,STX11,SNTA1,S100A11,BGLAP,VPS13A,SARDH
ATP10D,MARCH2,BEX4,NDUFB10,GRB2,CXCR1,TNFSF10,RIN2,ICOS,PMEPA1
MYO9B,MBOAT7,TMEM177,CPNE2,SCGB1C1,CAMK2N1,PTAFR,PDZK1IP1,SNX29P2,GP1BA
GRB2,EIF5,HLA-DQA1,IDUA,ZNF503,TNS1,FAM210B,ANKS1B,EHMT2,INVS
CXCL10,IFIT2,MARCH6,F5,AEBP1,LINC00886,SAMD12,RP11-219B4.7,DICER1,TNK1
ANKRD22,RPS19BP1,ABRACL,C14orf80,RP11-178G16.4,RP11-432I5.1,RP11-142C4.6,COLGALT2,GPR56,GP9
GFI1B,TXNDC17,ADPRM,PLAGL2,GNG3,RP11-527L4.5,PRKAR2B,OTOF,APOBEC3B,TRIM16L
TNRC18,CCL4L1,ARL2BP,PTCRA,TCL1B,RP11-1000B6.3,AC004257.3,TTC30A,PHF12,NMNAT3
SLC2A13,GNS,DDB2,ICAM2,ACVR2A,SHPK-1,CXCL3,ARVCF,ZNF467,USP30
IL6,CPNE5,MAEA,PRR5,7SK-2,HP,WDFY3,ACAP1,AKAP8,ABCC3
CTNNBIP1,TMBIM4-1,CGRRF1,KRT1,MCF2L,AP001462.6,RPH3A,PLEKHF1,PCGF1,C1QB
ALDH1A1,PPIF,SSBP1,UBAC2,RASGRP2,FSTL1,CLEC4C,OCIAD1,ANKRD54,AL590452.1
QSOX1,SF3B5,CKS1B,RER1,CD93,SNHG12,LY6G6F,SPPL2A,PGM1,IDUA
TXNDC17,CORO1C,GALT,C9orf142,MFSD1,CPNE2,RFPL2,WIBG,INTS12,ZNF45
SMAP2,DYNLT1,USP33,ZSWIM6,SMDT1,PDE6B,SPATA7,BOLA3,CD19,F5
UBE2L6,RAB7A,ADAM28,CCND2,LDLRAP1,FBXW4,SLC22A4,MCM3,QSOX1,PTCRA
CTD-2267D19.2,PLEKHF1,CLEC2B,TAF12,LRRC59,ZNF263,FAXDC2,RP11-496I9.1,SPRTN,MYOM2
PILRB,C16orf74,CCL4,FERMT3,ALKBH7,KIAA0040,EML6,LRBA,XPOT,ZSWIM6
PPBP,PLCB2,NARG2,SDHAF2,MANBA,CCNG1,SNHG8,PLA2G4C,NFKBIL1,C9orf3
SPARC,CD93,ALG5,VDAC3,GOLGB1,ZNF75A,HLA-DOB,GNLY,AC093323.3,WDR44
IQCH-AS1,CXCL2,C16orf58,CD160,CD19,TNFRSF25,MPP1,HGD,DIDO1,FRY-AS1
SGK1,IDH2,PHF14,PSMG2,SDHB,XXbac-BPG299F13.17,CCDC66,RP1-28O10.1,MNAT1,LONRF1
BLOC1S1,MRPL51,GRAP,TRAF3IP3,SNX9,RP5-1073O3.7,HINT1,CXCR1,BOLA1,EBF1
MARCKSL1,PPP1R14A,SNRPB,FRY-AS1,C2orf88,RP5-1028K7.2,SCGB1C1,CAMK2N1,MINA,IL4I1
FAM127A,ATP5C1,YTHDF2,TUBB1,OLA1,SAMD12,ZNF503,TNS1,UBLCP1,TMEM177
MIS18BP1,CRTAP,COPS4,PCNX,LINC01013,YTHDF2,FBXL14,LINC00886,FBXO21,RASD1
ACRBP,ARPC5L,RP11-421L21.3,MICU1,EGFL7,RP11-142C4.6,RP11-798G7.6,PARS2,C19orf52,SAMD1
ICOSLG,PRSS23,XRRA1,HOPX,ATP5O,TPM2,AEBP1,RP11-432I5.1,DLST,F11R
EMILIN2,PRR5L,TNFRSF17,PHPT1,CXCL2,FIZ1,RP11-178G16.4,RP11-527L4.5,PIGF,ELOVL4
CPNE5,CA2,GOLT1B,ATP5C1,MBOAT7,C1orf198,GNG3,SHPK-1,AKR1C3,KIR2DL3
GNG11,ARPC4,SNHG7,RASD1,PRDX3,RP11-385F7.1,TCL1B,PRICKLE1,TOP2B,CES4A
SENCR,SRA1,PCSK7,SURF1,MADD,LY6G6F,AP003419.16,HP,RP11-792A8.4,ANKAR
CORO1C,MZB1,HBA1,ELOVL4,ZNF106,THBS1,ACVR2A,AP001462.6,PAXIP1-AS1,FLJ00104
NT5C,PPBP,CHD2,DIAPH1,GALT,RFPL2,MCF2L,FSTL1,RARA,KCNG1
PAWR,ARHGDIA,LBR,KIR2DL3,HOOK2,FAXDC2,EIF3D,TNFRSF4,ISOC1,RP11-473I1.5
MPST,FCRL6,KIAA1430,ZNF467,PRELID2,EML6,IRF8,GUCD1,GPATCH4,MARC1
ARPC1B,GZMK,GTF3A,FLOT1,MZB1,ERV3-1,NARG2,MAL,NARG2,HBA1
KLRC1,GNG11,PRKD2,FLJ00104,REEP3,KIR3DL2,NFIC,ERV3-1,HNRNPM,MRM1
IFI35,MPP1,EXOSC8,NAP1L4,PLD4,C16orf74,KIAA0125,AKTIP,THAP2,CTSS
GP9,AKR1C3,PITPNA-AS1,SF3B5,JAZF1,UBE2D2,NUDCD1,ANAPC16,BLNK,TSPAN15
RAMP1,GALK1,LPIN1,NDUFB8-1,C5orf15,SNAP47,C2orf88,SAMD12,RMDN3,SIRT1
ITGA2B,TMEM199,TSPAN15,TRABD2A,S100B,URGCP,ESAM,FOLR3,MRS2,SLC48A1
CTC-378H22.1,C1QA,ACD,MYADM,CAT,GTF3A,LINC01013,AC004257.3,CASP4,ZNF212
GPR35,C20orf27,XPOT,DUSP10,LYSMD4,PTGDS,EGFL7,CXCL3,BCL2A1,TRIM23
ABCC3,PTAFR,NOP58,IDH2,SEPT5,ZNF503,PUS7,RP1-315G1.3,LITAF,PDCD1
NCR3,GRB2,RGS1,MARC1,CXCL10,RP11-798G7.6,RP11-398C13.6,C1orf198,UBIAD1,ENHO
KIR3DL2,HBEGF,RRS1,IFI44,ANKRD22,KIAA1430,FGL2,RP11-385F7.1,RAB34,FAM120C
TREX1,UBB,RBM48,ORAI1,GFI1B,AEBP1,SCPEP1,WDFY3,PEX19,DTX3
FOSL2,RP5-887A10.1,AHSA1,CD48,IFT20,RP11-178G16.4,IFITM3,RPH3A,SGK1,CCL4L1
PLEKHF1,PRKCD,PDCD1,MPST,TMEM141,GNG3,NEFH,LY6G6F,SMARCC2,ST3GAL3
CD9,SPPL2A,ATPAF1,CLU,CRIP2,TCL1B,PRELID2,THBS1,AP003733.1,MYL9
C1QA,RELT,SWAP70,NPHP3,BEX4,AP003419.16,ATP5O,RFPL2,CASC3,ALDH1A1
C1QB,GLB1,RMDN3,C20orf27,ARL4A,INSL3,LYSMD4,FAXDC2,RIOK2,RP11-70P17.1
OAS1,PDIA3,PSMC4,KLRC1,PPBP,7SK-2,SLC39A14,EML6,PELI1,RP11-554J4.1
SRA1,KLF11,ZNF32,PLEKHF1,SDPR,TTPAL,EIF1B,DTYMK,CISD1,RP11-706O15.1
PPIF,GYG1,FBXO4,MVB12A,RELT,RAMP1,SEPT5,WTAP,ACTL6A,PCDH9
ADD1,MPST,TASP1,TSPAN15,SLC16A5,FHL1,CXCL10,RCN2,PBRM1,WDR91
DNTTIP1,SPIB,SF3B1,CD96,CNPY3,LRRC8C,ANKRD22,TRABD2A,FCRLA,MBNL1-AS1
HIST1H2AC,SIGLEC14,CCDC66,IL23A,DENND5B,CTA-29F11.1,ATP5H,SCGB1C1,GOSR2,C8orf44
CCL4L1,PSMB6,PPP1R14A,ARL6IP5,CDK16,RCL1,GFI1B,FBXL14,CBX5,NOG
PTGDR,PLAGL2,CHD7,RASGRP4,PRRG2,KIFC3,NAT9,RP11-798G7.6,FCGR1A,ABCC10
ARRB2,SNCA,FCRL2,SSBP3,RP11-532F6.3,PUS7,SLC16A5,ZNF841,PGRMC2,AGO4
GNPTAB,CD1C,IL23A,ENHO,FCGR3B,C9orf142,NAPRT1,RP11-178G16.4,KIAA1430,TMEM104
PTGS1,BLNK,TIMM22,NDUFA12,HCCS,MRPL1,LZTS2,GNG3,NUP54,PDIK1L
RAB34,SCP2,TMED4,CCL4L1,CD82,PRPS2,DENND5B,TCL1B,ZNF92,PLD6
DOK3,GUCD1,PACS1,ATP6V1F,MYO9B,UBIAD1,SLC12A4,AP003419.16,DNAJA3,ZNF628
KLRG1,CHN2,ARRDC3,C9orf69,CD9,PRKD2,LAMP3,INSL3,TMEM251,ADNP
S100A11,IFI35,CD19,RP11-70P17.1,H2AFY,CD1C,PRRG2,ACVR2A,P2RY10,PTGDS
COLGALT1,C5orf56,HENMT1,SLC40A1,PRKACA,FMO4,FCGR3B,7SK-2,VTI1A,KCTD10
CHN2,JUND,NUDCD1,CAPZB,PMEPA1,ZNF404,ST3GAL2,MCF2L,OAT,GBGT1
GNS,PHPT1,CHI3L2,DEF6,PASK,IGJ,CD9,PASK,NIT1,GPR35
FCRL2,ARHGAP24,HDAC1,DENND2D,GP9,NOP58,AKAP8,GIMAP5,MALT1,GNG11
CD93,JTB,TCP1,ARPC4,MED28,POMT1,S100A6,SAMD3,MAP2K7,CLSTN3
PCDH9,ARAP1,TMEM87A,NDUFC2,RAB34,S100A12,CTNNAL1,CCL4,CCDC22,ICOSLG
CD163,CTBP2,C1GALT1C1,NOG,TNFRSF4,ZNF92,CMTM5,KIFC3,SNRNP35,SPARC
CA2,TBCB,ACADM,RGS18,ZRANB3,TRAF3IP3,LINC00342,C2orf88,PLEKHF1,C1QA
ID2,ADAM28,PILRB,UQCRC1,ITGA2B,BLNK,SARDH,CD82,GUCD1,ERCC6L2
ATP6V1F,TREX1,MRPL1,TKTL1,NMNAT3,SLC39A14,ZCCHC9,ESAM,DCAF5,SLC20A2
CTSW,YWHAE,PCNA,PSMA7,ABCC3,FZD3,S100A12,SERAC1,MRPL1,RP5-821D11.7
CD37,NDUFB10,DEXI,TMEM189,TBC1D23,SEPT5,NRGN,LINC01013,MRPL42,HBEGF
CTBP2,RILPL2,RPL22L1,SIVA1,YPEL2,CD19,PMEPA1,EGFL7,DDX56,CRTC1
NAPRT1,VAMP8,FN3KRP,PPIB,MDS2,KLRC1,GP1BA,PUS7,GPR171,FCGRT
IFIT2,RGS18,CCDC91,PTGDS,VIPR1,HDAC1,FYB,RP11-398C13.6,EXOC4,RP5-887A10.1
KCNG1,SNX17,DPY30,SH3BP1,KRT1,NAA25,PPT1,POLR2K,ARF6,MED9
P2RX5,RP5-1028K7.2,LRBA,FCER1A,RARA,LZTS2,CMTM7,C5AR1,GLTP,PF4
JUND,DDAH2,PITHD1,TMEM50A,TRABD2A,LAMP3,PAICS,FMO4,DHX15,HIST1H2BD
HBA1,UQCRC1,JAKMIP1,ABRACL,MARCKSL1,SPIB,DESI1,ZNF404,XCL2,FBXW4
IL17RA,PRDX1,TTC3,GPR35,ST3GAL2,ANKHD1,GP9,PRELID2,ZNF75A,SIGLEC14
MZB1,CD72,MZB1,IFI27,C1QB,ZCCHC10,TRIM16L,SH2D1A,LIX1L,TBCK
SERPINB1,TNFSF10,F2R,KCNK6,SMAP2,BUB3,ITGA2B,HOPX,HMGXB4,NEIL1
CXCL2,SWAP70,URGCP,EMILIN2,TMEM219,CTNNAL1,NMNAT3,SLC39A14,COMMD10,BCDIN3D
SMARCD3,PRKACA,NUP54,TMEM219,ARAP1,EARS2,PASK,SEPT5,C7orf26,FADS1
ARHGAP18,CLIC3,NPRL2,C1QA,KLF11,LINC00342,USP30,CXCL10,OSCAR,DENND6A
TMEM205,CASP4,ZNF92,PPT1,IFIT1,HENMT1,ABCC3,ANKRD22,MCM3,PIGL
TNFRSF1B,NRGN,MAGEH1,GPX1,BLVRA,GIMAP7,CD48,GFI1B,S100A12,TANGO6
PLA2G7,SNX29P2,PLEKHA1,S100B,IDUA,ATG4C,RGS18,MS4A1,GALK1,CHN2
ADAM28,SDHB,NKTR,APOBEC3B,ZNF45,GPR56,MINA,SLC16A5,RAB8B,C2orf76
SKAP2,ZYX,RASGRP2,SAT1,F5,GP1BA,C1QB,LZTS2,TNFSF12,C1orf162
MT-ATP6,IER3,RBM39,MBOAT7,PTCRA,RP11-18H21.1,G0S2,LAMP3,TCEA2,RHEBL1
DYNLT1,NCR3,LSM14A,SLFN5,MYOM2,INVS,IDUA,PRRG2,ATXN3,C16orf58
C20orf27,IGLL5,NDUFAF4,TNFSF10,ZSWIM6,TNK1,PTCRA,IQCE,FH,BBS2
COTL1,SPON2,IL16,CDC42EP3,SLC40A1,KIAA0125,C9orf3,FCGR3B,EFCAB14,MAP3K7CL
HDAC9,EMILIN2,IGJ,VPS26B,ADAM28,XPOT,SMCO4,IL24,CTSW,ATG16L1
S100A6,CAP1,SNHG8,NPC2,DNMT3A,SAAL1,FRY-AS1,FCGR3A,XRRA1,NELFB
PTAFR,TMEM205,FUS,CARS,SAMD1,AKTIP,LONRF1,CTNNAL1,API5,KRT1
PARVB,ATP6V0E1,C14orf1,GSN,CTNND1,MDS2,EBF1,EARS2,CEPT1,KIR3DL2
GMPR,GPR56,ODC1,PASK,TNNI2,PTPRN2,IL4I1,CMTM5,ARL16,PURA
RXRA,P2RX5,CD160,PTGDR,KIR2DL3,ITGA2B,SGK1,LINC00342,LTV1,RFNG
GBGT1,SAMD9L,ANAPC16,ICOS,SERPINB1,ANAPC16,CISH,SARDH,UTP6,FCRL2
CD1C,SMS,REXO2,FKBP5,LTB,ZFYVE28,CTNND1,GP1BA,THEM4,CA2
DDAH2,LAMTOR5,CCT4,PRSS23,PPP1R14A,FCER1A,ELOVL4,GIMAP7,PLEKHA1,TRMT61A
RP5-887A10.1,PSMA7,EIF1AY,C1orf162,ATP6V1F,CISH,PLD4,INVS,LMF2,RP11-138A9.2
SNCA,FERMT3,RBM4,RILPL2,C20orf27,AL590452.1,CES4A,TNK1,AGA,ORC2
CLEC10A,SNX3,CCND2,KIR3DL2,HLA-DPB1,BOLA3,ANKAR,CD79B,SDCCAG8,HEMK1
PF4,CCL5,CDC123,GBP1,RP11-468E2.4,ZNF45,PARVB,GP9,DUS3L,POMT1
MPP1,PKIG,TMBIM6,CTNNBIP1,TNFRSF17,RP11-727F15.9,ZNF232,ZRANB3,TNFRSF4,ARHGEF7
LAIR1,C1orf162,FKBP3,IL17RA,BLM,RDH14,TNFRSF17,FANCI,CPQ,KLRC1
LAMTOR1,DOK2,TERF2IP,IER3,SPG20,EBF1,KCNG1,ITGA2B,GGA2,CDK19
CD19,GSN,TARSL2,ATP6V0E2,VAMP8,TMEM177,IFI27,NMNAT3,CCDC174,FCER1A
RGS18,CTD-2006K23.1,KRT1,RP11-18H21.1,MARC1,EMB,IGLL5,CD2,DENND1C,C4orf33
XCL1,ID2,PDIA3,RNF125,SNX3,SAMD1,MARC1,TIGIT,LPIN1,ABHD17B
CD160,FCGR1B,ARL6IP5,IL1B,MYADM,F11R,TALDO1,USP30,CRIP2,FAM43A
FCRL6,SERPINB1,ICAM2,RNF181,IL17RA,ARPC5L,MRM1,ABCC3,TIMM10B,GMPR
SWAP70,LAMTOR1,CAPN12,TNFRSF1B,PYCARD,ELOVL4,ASGR1,C1QB,NUPL2,CASC7
AKR1C3,HOPX,RP11-18H21.1,VAMP5,FYB,KIR2DL3,TYMP,AL590452.1,MARCH5,TBC1D23
GPR56,TNNI2,CD82,FCRL6,GSTO1,HLA-DOB,IL23A,LDLRAP1,MIS18BP1,S100A8
HAVCR2,RETN,BLNK,RNF7,ADAP2,CD96,PDCD1,APOBEC3A,RRS1,CEP120
PRKCD,ATP6V1F,PARP1,TMEM91,MAT2A,ANKAR,RIC3,BTN3A2,TMEM222,DHX8
RELT,CNPY3,BZRAP1-AS1,HAVCR2,ENHO,PAXIP1-AS1,ENHO,GIMAP4,MRPS18A,RNF25
ADAP2,SKAP2,NAP1L4,ATP5H,CPNE5,ZNF232,KIAA0040,IDUA,DCP2,RUNDC1
CLIC3,XCL1,RP5-1028K7.2,XCL1,OAS1,RGS1,ST3GAL3,ZNF45,LRRC59,YPEL2
PPP1R14A,UBE2L6,RP11-589C21.6,CISH,ALDH1A1,KCNG1,P2RY10,F5,GARS,FCGR1B
ZNF467,GSTO1,CLYBL,ALDH2,SCPEP1,RP11-473I1.5,ALDH1A1,CTSW,IRAK4,JAZF1
TALDO1,TNFAIP2,DNAJB14,H2AFY,LGALS3,TCEAL4,CORO1C,NKG7,ZMAT5,PEMT
PRKCB,BLOC1S1,SPIB,ARPC1B,APOBEC3B,SLC4A7,CDKN2A,C9orf3,MAT2A,CTBP2
GCA,PHACTR1,BUB3,FCGR1B,SGK1,IL27RA,PCDH9,FRY-AS1,TNFRSF25,ZNF493
CCL5,GCA,KLRC1,CTBP2,NOG,TCEAL8,WDR91,EBF1,RBM5,RP11-468E2.4
G0S2,PSMB8,CD47,DGKZ,COQ7,BLM,C8orf44,TMEM177,NKAP,SURF6
SMIM14,VAMP5,PRR5,CLIC3,DOK3,MLLT6,NOG,CST7,ERI3,TNNI2
CTD-2006K23.1,OAS1,UBE2D2,SMARCD3,EIF2AK4,HBA1,MYADM,GZMK,TMEM138,FRAT1
GSN,KIAA0125,BTN3A2,MPP1,TALDO1,IER3,TTN-AS1,ELOVL4,RNF125,KLF11
BLNK,SMIM14,SRP9,FCGRT,ZBED5-AS1,CD82,FCRLA,KIR2DL3,C1orf35,PDXDC1
KIAA0125,SNX10,ATP6V0E2,FCGR1A,GBGT1,ACOT13,SLC19A1,ANKAR,PRDM2,ELL
XCL2,TPM4,TTC14,SERPINB1,C16orf74,TSPAN15,PLD6,PRF1,GALT,CHD7
HLA-DOB,HLA-DOB,P2RX5,GPR56,F13A1,PDCD1,GBGT1,FLJ00104,GIMAP7,SMARCD3
PKIG,CCL4,BOLA3,TNFRSF4,CD72,DTX3,GPR35,TNFRSF17,CSRP1,MED7
IL8,APOBEC3B,ICOS,PRMT2,C1QA,PKIG,CD37,KCNG1,TIGIT,VMAC
FCGR1B,TNFRSF1B,COMMD8,SELPLG,PPT1,ALDH1A1,ICOSLG,BLM,NIT2,FEM1A
FCRLA,IL1B,S100B,PYCARD,RP5-887A10.1,RP11-70P17.1,F13A1,HBA1,PLRG1,ZNF836
MAP3K8,PLD4,API5,VAMP8,MPP1,RP11-706O15.1,MTRF1,MRM1,SAFB2,RP5-827C21.4
SAT2,RER1,PLEKHF1,GRN,SIK1,TOP1MT,SPARC,SLC48A1,METTL21A,ZNF626
BLVRA,FCRLA,ATF7IP2,BBC3,HVCN1,C8orf44,HBEGF,ZNF212,KLF13,DIS3
TNNI2,CD37,HSP90AA1,RORA,S100A11,PDIK1L,RP5-887A10.1,TRIM23,BAZ2A,TPM1
SNX29P2,HAVCR2,CCT7,RXRA,GAS2L1,PLD6,MBOAT7,PDCD1,GTPBP6,DENND5A
IGLL5,MAP3K8,HLA-DOB,S100A12,CD1C,AP3M2,CORO1B,CCL4L1,ATF7IP2,PTAFR
RETN,TNFRSF1A,RCN2,G0S2,SWAP70,CCND2,PF4,CPNE5,SPON2,ARIH2OS
NRGN,DYNLL1,UBB,NAPRT1,DENND5A,FOLR3,C5AR1,ST3GAL3,MRPL19,ZNF350
CD72,RXRA,CCNG1,DYNLT1,ZNF467,RCN2,P2RX5,MYL9,C15orf57,NRGN
APOBEC3B,ARRB2,XCL1,TALDO1,DAPP1,FCRL6,SIGLEC14,NAPA-AS1,LINC00926,MANBA
EAF2,CD19,SRSF5,PLBD1,FCRL2,STMN1,GAS2L1,ALDH1A1,NFU1,BRAT1
ARHGAP24,IRF8,AKTIP,ETHE1,RXRA,PTPN7,SNHG7,RASGRP2,IGFBP7,SLC35A1
CNPY3,APOBEC3G,CISH,FGL2,SELL,JAKMIP1,BTK,RP11-70P17.1,AC010642.1,ST7L
SRGN,XCL2,GPR56,LDLRAP1,IL1B,F2R,MAFB,CDKN2A,MPHOSPH10,EMILIN2
SPON2,BLVRA,IGLL5,SMCO4,LAT2,MZB1,LDLRAP1,RP11-706O15.1,COPS4,EIF2AK4
OSCAR,G0S2,KIAA0125,FCGR2A,IGLL5,TRABD2A,RILPL2,PCDH9,SRPR,KCNQ1OT1
SNX10,IL8,KLRB1,GSTP1,RETN,RP5-887A10.1,ATG16L1,C8orf44,C10orf32,TMX3
SNX3,H2AFY,PRSS23,CCL4,GMPR,ICOS,KRT1,ABCC10,POLDIP2,TOP1MT
PRSS23,BTK,PTPN7,GSTO1,HLA-DPA1,NKG7,RXRA,TMEM104,HERPUD2,TMEM91
SPIB,ABI3,NOL11,SAMD3,GSN,C14orf1,PRDX1,PDIK1L,SEPHS2,NSMAF
PHACTR1,S100A12,ARPC5L,NCF2,CORO1B,FCRLA,FCRL2,PPP2R1B,CRELD2,DEDD
PLD4,EAF2,CD72,AKR1C3,HLA-DMB,LITAF,CA2,PLD6,RBPJ,ST3GAL2
ABI3,FCGR1A,PPP1R2,XCL2,EAF2,ATP6V0E2,BLVRA,TKTL1,PRDX4,TRIP11
C1orf162,OSCAR,XXbac-BPG299F13.17,TNFAIP2,TNFSF10,SH2D1A,TUBB1,ADNP,ATP5O,RP11-727F15.9
FCGR1A,FCGRT,FAM107B,ITM2A,LGALS1,RP11-589C21.6,CLYBL,CCL5,WNK1,IFI27
GZMA,PLBD1,FCGR3A,SPON2,FCGR1B,PITPNA-AS1,FCGR2A,FGFBP2,SLFN5,IFFO1
IL1B,LAT2,FCRL6,GZMK,GSTP1,ATG16L1,PKIG,PRR5L,TRIM69,XCL1
SCPEP1,TALDO1,PTGDR,ABI3,IL8,KRT1,DAPP1,GBGT1,OXLD1,RNF168
HVCN1,GZMB,NEMF,FGFBP2,HLA-DRB1,KLRB1,EAF2,ZNF747,EAF2,PKN2
PRF1,GNLY,GNLY,GNLY,SPIB,ADAM28,PITPNM1,YEATS2,ILF3,NME6
GNLY,C5AR1,GIMAP7,GPR171,PLBD1,FCRL2,GPR183,GNG11,NARS,CITED4
LAT2,FOLR3,LITAF,KLRG1,SMARCD3,CCL4,GMPR,CLSTN3,ADD1,COLGALT1
CST7,LINC00936,PKIG,OSCAR,IGJ,LYAR,CRIP2,ICOSLG,SND1,PCGF1
BTK,SCPEP1,THEM4,ZYX,RASGRP4,ORC2,IL8,JAKMIP1,NCR3,PHACTR4
TNFSF13B,PRF1,SPON2,IL8,FGL2,MS4A1,PEX26,MTRF1,ITSN2,NFKBIL1
IGFBP7,TCL1A,GPR183,BLVRA,SAT1,ARHGEF7,CTSS,SPARC,TRABD2A,AC093323.3
FOLR3,FGL2,GPR171,COTL1,CD37,LTB4R,GCA,F2R,EXOSC8,DIDO1
SMCO4,GZMA,CD96,IFI30,PTAFR,PRSS23,SWAP70,ERCC6L2,LBR,LTB4R
C5AR1,ALDH2,LIMD2,SH2D1A,PHACTR1,GZMB,MS4A1,RAD51B,TCL1A,TOP2B
LINC00926,GZMH,SELL,TIGIT,HLA-DMA,LPIN1,GRN,CRTC1,TMX2,RARA
TNFAIP2,STX11,CYB5B,LYAR,PAICS,GPR171,YPEL2,RP5-887A10.1,DGKZ,THAP2
FCGR2A,HVCN1,CRIP2,GZMH,NRGN,CCDC66,PPP1R14A,AQP3,EMG1,BCL2A1
FGL2,CCL3,STMN1,ARRB2,C5AR1,AKR1C3,FCGR1B,STK17A,PSMD14,HDAC5
